model,validationRmseWins,maeWins,rmseWins,r2,predictionStdWins,predictionRangeWins,actualStdWins,actualRangeWins,spreadRatio
rank_calibrated_lasso,8.869996163128516,8.409843117518939,11.236877237446357,0.29393804551440617,9.745138815724209,39.46333841168722,13.372857935086333,51.00000085999999,0.7287252181267785
elastic_net,8.812861686390285,8.504928255607954,11.050100273764778,0.31721499285004584,8.619589808568918,35.592378496003406,13.372857935086333,51.00000085999999,0.6445585416677255
extra_trees,8.831397024047204,8.623803926066177,11.085882472665348,0.3127858736228728,8.728267064699734,32.34488145298566,13.372857935086333,51.00000085999999,0.6526852455225298
tabfm_jax,,8.539313079682683,11.219023650384093,0.29617990044723785,9.017456315567022,35.43392998786568,13.372857935086333,51.00000085999999,0.6743103351085444
