model,parameter,validationMaeWins,validationRmseWins,validationR2,holdoutMaeWins,holdoutRmseWins,holdoutR2
lasso,0.7966990969794395,7.174574750877002,9.009768383507083,0.41151204969711475,8.839969097739274,11.135848448652935,0.3065771289909832
elastic_net,0.3167517838640735,7.205111974638075,9.044087844897579,0.4070202460374357,8.76195782881873,11.147418374112,0.30513547526201634
ridge,1.0,7.211524625678989,9.0976525449404,0.3999754577398019,8.704969725908928,11.197008001092353,0.29893947268771237
