repetition,rows,maeWins,rmseWins,r2,biasWins,predictionStdWins,actualStdWins,predictionRangeWins,actualRangeWins
98,300,10.749433952611161,13.524686108020955,-0.26651736235939105,0.023024342628687435,5.8348352808979245,12.01770725259019,39.456662059375425,54.00000037999999
99,300,11.292716380673003,13.696495034052338,-0.2988997932671156,0.01276855091615539,5.63376765472671,12.01770725259019,34.889685224895196,54.00000037999999
100,300,10.560325641558562,12.885462188918593,-0.1496264855750331,0.019757541213612343,5.6585015837501835,12.01770725259019,33.250067420924324,54.00000037999999
101,300,11.47108443455776,14.166563276292075,-0.3895870895169895,0.02170965227556575,5.817953097640134,12.01770725259019,37.591976051885595,54.00000037999999
102,300,10.48179210626079,13.083820629450369,-0.18529355279616655,0.015239648528875922,5.787961900516655,12.01770725259019,35.856002806534974,54.00000037999999
103,300,10.63123792553926,13.139380885120922,-0.1953815907344736,0.016836330352760977,5.654313790305128,12.01770725259019,35.202624234658266,54.00000037999999
104,300,11.705375997561275,14.307951964805032,-0.4174629167535706,0.016230744233890513,5.655941012031333,12.01770725259019,34.0456527913016,54.00000037999999
105,300,10.662070289178319,13.376517622867595,-0.23891893640783768,0.016968033637301486,5.626807311341552,12.01770725259019,35.01255899331764,54.00000037999999
106,300,10.832453100636904,13.462028980207137,-0.25480950922264367,0.013119579159711599,5.6506032196735525,12.01770725259019,35.82632461193941,54.00000037999999
107,300,10.950299731930045,13.581938751408716,-0.27726289004512883,0.013276188360659979,5.671854191152918,12.01770725259019,36.25839572428454,54.00000037999999
108,300,10.979985686064458,13.56673159126566,-0.2744042896960688,0.011774630919877987,5.607364624821839,12.01770725259019,34.939007308401074,54.00000037999999
109,300,10.042945554552919,12.39854723989081,-0.06438405770062916,0.015222782520764457,5.635874497675801,12.01770725259019,35.54413778261494,54.00000037999999
110,300,11.51545623032979,14.308241850486931,-0.4175203542355719,0.014334584416097015,5.727956432426501,12.01770725259019,36.09135176686027,54.00000037999999
111,300,10.042976476152981,12.511014536889107,-0.08378170702386845,0.011397194504708068,5.736733835989603,12.01770725259019,36.48996014317369,54.00000037999999
112,300,11.000903012718062,13.607134246106213,-0.28200611857442626,0.013686810964021976,5.80945543354249,12.01770725259019,38.3105949557911,54.00000037999999
113,300,10.60261798256998,13.076185345536102,-0.18391056041218246,0.013479633226432596,5.591173661556155,12.01770725259019,34.04216336860349,54.00000037999999
114,300,10.596235405335513,13.132714611638736,-0.19416894316817102,0.020212058169858882,5.794423447258449,12.01770725259019,39.274162268402755,54.00000037999999
115,300,9.236162912493949,11.590870622445346,0.06977314007486324,0.010971483721942217,5.706766036995242,12.01770725259019,36.29864305687201,54.00000037999999
116,300,10.336931243617387,12.69604967948667,-0.11607655510041592,0.01776006121627314,5.7045774925726915,12.01770725259019,35.99295735312653,54.00000037999999
117,300,10.877759286237767,13.292171541066661,-0.22334410546939942,0.017592433129062925,5.73962452469229,12.01770725259019,34.528356496858564,54.00000037999999
118,300,10.869324892522053,13.318152920816976,-0.22813116843163628,0.014030295999182934,5.514785459224472,12.01770725259019,35.76404055090326,54.00000037999999
119,300,11.233476412872811,14.047667816463882,-0.366360243062269,0.01612912490589147,5.773423886989285,12.01770725259019,33.913610912157274,54.00000037999999
120,300,11.04184348803352,13.347053175161967,-0.2334670154366425,0.01744417477379682,5.84872554171499,12.01770725259019,38.87184410757493,54.00000037999999
121,300,11.827890744817386,14.337578390701648,-0.42333906695134305,0.01968068523715972,5.603132688704093,12.01770725259019,35.7851472370921,54.00000037999999
122,300,10.039788447536596,12.593050378803017,-0.09804121195486304,0.00949687788433407,5.726662299579305,12.01770725259019,35.77321153098997,54.00000037999999
123,300,11.247768480504538,13.686722045850365,-0.29704682235125657,0.021946767376684034,5.661081499930944,12.01770725259019,35.01144094709096,54.00000037999999
124,300,9.94058468670651,12.263889271403386,-0.0413895139227225,0.013522247226767021,5.739909243332204,12.01770725259019,35.3446129223139,54.00000037999999
125,300,10.403749081825957,13.00200165689981,-0.17051556472399154,0.014304571731711527,5.671144129942134,12.01770725259019,35.2228712107336,54.00000037999999
126,300,11.03267759254149,13.396114255054279,-0.242551634173354,0.020918661104911914,5.702780237772626,12.01770725259019,35.726802475295,54.00000037999999
127,300,11.168891117434127,13.90735179720135,-0.339200615163753,0.014493334988990322,5.73943920233256,12.01770725259019,35.04727933821752,54.00000037999999
128,300,10.393041171968665,12.749345758995352,-0.12546646071092793,0.01639617188972191,5.792108795599038,12.01770725259019,35.71631868585894,54.00000037999999
129,300,9.906041328230625,12.483806545526289,-0.07907298262120799,0.010768174464046112,5.891648250255029,12.01770725259019,38.01985956788409,54.00000037999999
130,300,11.909145546618026,14.418442299474753,-0.43943960081397204,0.023840403016503798,5.88287168777823,12.01770725259019,38.02334061462555,54.00000037999999
131,300,11.031144097186624,13.763973164656836,-0.3117298252528593,0.01289822719491332,5.803576671785423,12.01770725259019,39.371849652040105,54.00000037999999
132,300,10.204434827010259,12.524916395200215,-0.0861915756159044,0.012119098509748731,5.782244151260875,12.01770725259019,35.20856540731469,54.00000037999999
133,300,10.938660713825668,13.209482179903688,-0.20817082901463624,0.010350526260917856,5.634611430942075,12.01770725259019,36.78536749996246,54.00000037999999
134,300,10.501837846347392,13.080619687730671,-0.18471366232151154,0.012434040312090791,5.692314908698757,12.01770725259019,34.83888828263893,54.00000037999999
135,300,11.001540923455583,13.692989041126308,-0.2982349004425626,0.00948196812560474,5.794976028100224,12.01770725259019,38.08665173788547,54.00000037999999
136,300,9.927896732653464,12.638421386771684,-0.10596764454495511,0.01437655171804863,5.769932011637539,12.01770725259019,33.579830170631794,54.00000037999999
137,300,10.403938058872784,12.980349206457412,-0.1666202526650047,0.013781740191673298,5.6079748460487675,12.01770725259019,33.305963830316756,54.00000037999999
138,300,11.511718893095482,14.30620896280106,-0.41711758567849033,0.010528638621051094,5.500717566377652,12.01770725259019,34.42991194702115,54.00000037999999
139,300,10.590739979544617,13.00830128837995,-0.1716500981976985,0.012893161184227904,5.523539754624527,12.01770725259019,35.32827342506758,54.00000037999999
140,300,11.083981088447908,13.644637062037736,-0.2890825674435775,0.02333987807349011,5.8210787293816555,12.01770725259019,35.25045974755909,54.00000037999999
141,300,10.593468199884263,13.069090155520621,-0.18262611984946497,0.01562548185573076,5.5510401119131005,12.01770725259019,36.314178202731796,54.00000037999999
142,300,10.9909580049615,13.69635709747115,-0.29887363111480436,0.013036073346944654,5.633578953948711,12.01770725259019,34.414817649554564,54.00000037999999
143,300,10.439390379105932,12.901237861440613,-0.15244318438278937,0.0006038454719233736,5.809535895126759,12.01770725259019,40.68187794698635,54.00000037999999
144,300,10.767318263230745,13.230929459571064,-0.21209725292793147,0.017590158301739482,5.750342744149206,12.01770725259019,39.7716220632728,54.00000037999999
145,300,10.76534299415175,13.244895585969521,-0.21465750207273948,0.013688341400268141,5.758366902522391,12.01770725259019,35.438773086333086,54.00000037999999
146,300,9.604129278718858,11.740367566374506,0.0456225992308269,0.008265923567615872,5.593651342213378,12.01770725259019,35.57528988335687,54.00000037999999
147,300,10.457495698624623,13.043560716984704,-0.17801029857262263,0.012346938916598282,5.831309334490509,12.01770725259019,38.08673637145574,54.00000037999999
148,300,10.595818875120989,12.988599820763385,-0.1681037863723096,0.013716843900972732,5.692722422014266,12.01770725259019,37.23795524858386,54.00000037999999
149,300,10.222125419961909,12.526989226874973,-0.08655112749456872,0.015277494878679564,5.869596621701712,12.01770725259019,40.39976095772404,54.00000037999999
150,300,10.308491121532303,13.019681462184987,-0.17370100612663353,0.008255101837819651,5.648454170982875,12.01770725259019,35.97396972187983,54.00000037999999
151,300,10.3804219868639,12.873261398725637,-0.14745043464008822,0.009909887266294356,5.6986178614850775,12.01770725259019,35.49357007766575,54.00000037999999
152,300,10.819105666553641,13.623024099353527,-0.2850020151184025,0.014290096546231866,5.961925416894233,12.01770725259019,37.86269553703205,54.00000037999999
153,300,10.3514886414233,12.973209254199613,-0.16533718671861175,0.017149198438860425,5.846727343465277,12.01770725259019,35.52466201807362,54.00000037999999
154,300,10.906807860171348,13.278243212809459,-0.22078166322158443,0.016945518864525996,5.6362056034051085,12.01770725259019,34.27405347070491,54.00000037999999
155,300,10.600863064210346,13.106470203060898,-0.18940085927907502,0.012281298128784522,5.608316889551201,12.01770725259019,34.48053935695876,54.00000037999999
156,300,11.31900802024291,13.678984497856343,-0.2955807115940772,0.016232652743869737,5.919617989755654,12.01770725259019,39.40432573883188,54.00000037999999
157,300,11.139913742835441,13.799819987048036,-0.31857124765121525,0.014702758087906389,5.744044202858228,12.01770725259019,37.13969994459408,54.00000037999999
158,300,10.845880250593922,13.430353725628112,-0.24891149037465432,0.011542713038830593,5.852774479740433,12.01770725259019,40.63167949810862,54.00000037999999
159,300,11.157916048020988,13.923846525193506,-0.34237920011673273,0.01339520569857689,5.841203330199297,12.01770725259019,36.30117701065548,54.00000037999999
160,300,10.448363053988075,12.78157287270373,-0.13116343962261867,0.014708879480505754,5.588120703767988,12.01770725259019,34.417097116354086,54.00000037999999
161,300,10.713171064008288,13.39554449727597,-0.24244594107610862,0.0182417369774785,5.724580635991888,12.01770725259019,35.46713843776712,54.00000037999999
162,300,10.58170885141645,13.110151998375278,-0.1900691926324516,0.006311419088030626,5.647185173102647,12.01770725259019,35.49229117147942,54.00000037999999
163,300,10.584007131631534,13.094350261009613,-0.18720212780359757,0.021449411978662358,5.673044227137647,12.01770725259019,36.144151647181346,54.00000037999999
164,300,11.140743936839526,13.525340417619589,-0.2666399107876618,0.021964226135182965,5.569228721296212,12.01770725259019,34.57996483687289,54.00000037999999
165,300,10.574676020229163,13.126644300321699,-0.19306524113495782,0.014821087718357474,5.503015666724211,12.01770725259019,36.2432608498828,54.00000037999999
166,300,10.383471256638753,12.92730124117385,-0.1571042727124794,0.014061502013828123,5.724077617592495,12.01770725259019,34.20777858708294,54.00000037999999
167,300,9.777608572268642,12.3020470256396,-0.04787993520090694,0.013914321593802157,5.645681722093284,12.01770725259019,35.80523193208599,54.00000037999999
168,300,11.067132942842575,13.530927455966324,-0.2676865724120343,0.011572242249050622,5.757920373147557,12.01770725259019,38.49800496529575,54.00000037999999
169,300,11.249555375908349,13.901705344803048,-0.33811339200502766,0.019444314554836382,5.719201624790157,12.01770725259019,34.75290719846444,54.00000037999999
170,300,10.135466911512225,12.64884371965485,-0.1077924793713716,0.01576302723858138,5.582707520335954,12.01770725259019,33.80629170701706,54.00000037999999
171,300,11.38994762060816,13.625541669153185,-0.28547700234119766,0.017370366248459786,5.81115109997411,12.01770725259019,36.85327570510763,54.00000037999999
