american_odds,net_profit,roi_on_settled_stake
-105,72.3809523809523,0.026807760141093442
-110,10.909090909090992,0.004040404040404071
-115,-45.217391304347984,-0.016747181964573327
-120,-96.66666666666652,-0.035802469135802414
