team,season,season_end_year,wins,losses,win_pct,predicted_win_pct,training_seasons,selected_model,win_total_line,actual_wins_odds_source,actual_losses_odds_source,source_result,championship_odds,source_url,scheduled_games_for_line,predicted_wins,pick,model_edge_wins,comparison_actual_wins,model_abs_error_wins,market_abs_error_wins,grade,stake,profit,cash_return
Utah Jazz,2018-19,2019,50,32,0.6097561,0.5870820307375383,5,extra_trees,49.5,50,32,over,+10000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,48.14072652047814,under,-1.3592734795218604,50.0,1.8592734795218604,0.5,loss,10.0,-10.0,0.0
Washington Wizards,2018-19,2019,32,50,0.3902439,0.5457935764575969,5,extra_trees,45.5,32,50,under,+11000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,44.75507326952294,under,-0.7449267304770615,32.0,12.755073269522939,13.5,win,10.0,9.090909090909092,19.090909090909093
Atlanta Hawks,2019-20,2020,20,47,0.29850745,0.4866561825724302,6,elastic_net,33.5,20,47,under,+25000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,39.905806970939274,over,6.405806970939274,24.477610900000002,15.428196070939272,9.022389099999998,void,10.0,0.0,10.0
Boston Celtics,2019-20,2020,48,24,0.6666667,0.4397542024308156,6,elastic_net,48.5,48,24,under,+2900,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,36.05984459932688,under,-12.44015540067312,54.666669399999996,18.606824800673117,6.166669399999996,void,10.0,0.0,10.0
Brooklyn Nets,2019-20,2020,35,37,0.4861111,0.5535559942115219,6,elastic_net,43.5,35,37,under,+5500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,45.39159152534479,over,1.8915915253447935,39.8611102,5.530481325344795,3.638889800000001,void,10.0,0.0,10.0
Charlotte Hornets,2019-20,2020,23,42,0.35384616,0.33540054778696077,6,elastic_net,23.5,23,42,under,+200000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,27.502844918530784,over,4.0028449185307835,29.01538512,1.5125402014692177,5.515385120000001,void,10.0,0.0,10.0
Chicago Bulls,2019-20,2020,22,43,0.33846155,0.4721703219927337,6,elastic_net,33.5,22,43,under,+42500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,38.71796640340416,over,5.217966403404162,27.7538471,10.96411930340416,5.7461528999999985,void,10.0,0.0,10.0
Cleveland Cavaliers,2019-20,2020,19,46,0.2923077,0.47865509097698594,6,elastic_net,24.5,19,46,under,+150000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,39.24971746011285,over,14.749717460112848,23.9692314,15.280486060112846,0.5307685999999983,void,10.0,0.0,10.0
Dallas Mavericks,2019-20,2020,43,32,0.5733333,0.5787186065981451,6,elastic_net,40.5,43,32,over,+10500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,47.4549257410479,over,6.9549257410479015,47.0133306,0.4415951410478982,6.513330600000003,void,10.0,0.0,10.0
Denver Nuggets,2019-20,2020,46,27,0.63013697,0.5403997389040265,6,elastic_net,53.0,46,27,under,+2000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,44.31277859013017,under,-8.687221409869828,51.67123154,7.358452949869829,1.3287684599999992,void,10.0,0.0,10.0
Detroit Pistons,2019-20,2020,20,46,0.3030303,0.46763878207445386,6,elastic_net,37.5,20,46,under,+25000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,38.34638013010522,over,0.8463801301052172,24.8484846,13.497895530105218,12.651515400000001,void,10.0,0.0,10.0
Golden State Warriors,2019-20,2020,15,50,0.23076923,0.6311073867487503,6,elastic_net,47.5,15,50,under,+950,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,51.750805713397526,over,4.250805713397526,18.92307686,32.82772885339753,28.57692314,void,10.0,0.0,10.0
Houston Rockets,2019-20,2020,44,28,0.6111111,0.7088369245861701,6,elastic_net,54.0,44,28,under,+700,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,58.124627816065946,over,4.124627816065946,50.1111102,8.013517616065947,3.888889800000001,void,10.0,0.0,10.0
Indiana Pacers,2019-20,2020,45,28,0.6164383,0.527371036800112,6,elastic_net,46.5,45,28,under,+5000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,43.24442501760918,under,-3.2555749823908187,50.5479406,7.3035155823908156,4.047940599999997,void,10.0,0.0,10.0
Los Angeles Clippers,2019-20,2020,49,23,0.6805556,0.7689739273240375,6,elastic_net,53.5,49,23,under,+425,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,63.05586204057107,over,9.555862040571071,55.805559200000005,7.2503028405710666,2.3055592000000047,void,10.0,0.0,10.0
Los Angeles Lakers,2019-20,2020,52,19,0.73239434,0.691823606976665,6,elastic_net,50.5,52,19,over,+450,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,56.72953577208653,over,6.229535772086528,60.056335880000006,3.3268001079134777,9.556335880000006,void,10.0,0.0,10.0
Memphis Grizzlies,2019-20,2020,34,39,0.46575344,0.43352998387335223,6,elastic_net,27.5,34,39,over,+100000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,35.549458677614886,over,8.049458677614886,38.19178208,2.6423234023851165,10.691782080000003,void,10.0,0.0,10.0
Miami Heat,2019-20,2020,44,29,0.60273975,0.4354442700036528,6,elastic_net,43.5,44,29,over,+6000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,35.70643014029953,under,-7.793569859700469,49.424659500000004,13.718229359700473,5.924659500000004,void,10.0,0.0,10.0
Milwaukee Bucks,2019-20,2020,56,17,0.7671233,0.681939722261397,6,elastic_net,57.5,56,17,under,+550,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,55.91905722543455,under,-1.5809427745654503,62.904110599999996,6.985053374565446,5.404110599999996,void,10.0,0.0,10.0
Minnesota Timberwolves,2019-20,2020,19,45,0.296875,0.5650486434144122,6,elastic_net,35.5,19,45,under,+50000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,46.3339887599818,over,10.8339887599818,24.34375,21.9902387599818,11.15625,void,10.0,0.0,10.0
New Orleans Pelicans,2019-20,2020,30,42,0.41666666,0.49267503876548097,6,elastic_net,37.5,30,42,under,+12500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,40.39935317876944,over,2.899353178769438,34.16666612,6.232687058769436,3.333333879999998,void,10.0,0.0,10.0
New York Knicks,2019-20,2020,21,45,0.3181818,0.43286413983624106,6,elastic_net,26.5,21,45,under,+100000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,35.49485946657177,over,8.994859466571768,26.0909076,9.403951866571767,0.4090923999999987,void,10.0,0.0,10.0
Oklahoma City Thunder,2019-20,2020,44,28,0.6111111,0.5402086546844777,6,elastic_net,32.5,44,28,over,+25000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,44.297109684127165,over,11.797109684127165,50.1111102,5.814000515872834,17.6111102,void,10.0,0.0,10.0
Orlando Magic,2019-20,2020,33,40,0.4520548,0.4783697365362561,6,elastic_net,41.5,33,40,under,+20000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,39.226318395972996,under,-2.2736816040270043,37.0684936,2.1578247959729993,4.4315064000000035,void,10.0,0.0,10.0
Philadelphia 76ers,2019-20,2020,43,30,0.5890411,0.6230186538845176,6,elastic_net,54.5,43,30,under,+775,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,51.087529618530446,under,-3.4124703814695536,48.3013702,2.7861594185304455,6.198629799999999,void,10.0,0.0,10.0
Phoenix Suns,2019-20,2020,34,39,0.46575344,0.365960734387237,6,elastic_net,29.5,34,39,over,+50000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,30.008780219753433,over,0.508780219753433,38.19178208,8.18300186024657,8.691782080000003,void,10.0,0.0,10.0
Portland Trail Blazers,2019-20,2020,35,39,0.47297296,0.6133434757139108,6,elastic_net,46.5,35,39,under,+3500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,50.29416500854069,over,3.7941650085406877,38.78378272,11.51038228854069,7.716217280000002,void,10.0,0.0,10.0
Sacramento Kings,2019-20,2020,31,41,0.43055555,0.553903064382325,6,elastic_net,37.5,31,41,under,+15000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,45.420051279350645,over,7.920051279350645,35.3055551,10.114496179350645,2.1944449000000006,void,10.0,0.0,10.0
San Antonio Spurs,2019-20,2020,32,39,0.45070422,0.5105930997480239,6,elastic_net,46.5,32,39,under,+6000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,41.86863417933796,under,-4.63136582066204,36.957746039999996,4.910888139337963,9.542253960000004,void,10.0,0.0,10.0
Toronto Raptors,2019-20,2020,53,19,0.7361111,0.5915965011150217,6,elastic_net,46.5,53,19,over,+5500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,48.51091309143178,over,2.0109130914317817,60.3611102,11.850197108568217,13.861110199999999,void,10.0,0.0,10.0
Utah Jazz,2019-20,2020,44,28,0.6111111,0.6515527157504498,6,elastic_net,53.5,44,28,under,+1300,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,53.42732269153689,under,-0.07267730846311338,50.1111102,3.316212491536888,3.388889800000001,void,10.0,0.0,10.0
Washington Wizards,2019-20,2020,25,47,0.3472222,0.34489722253792143,6,elastic_net,27.0,25,47,under,+125000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,28.28157224810956,over,1.2815722481095584,28.472220399999998,0.19064815189043927,1.4722203999999977,void,10.0,0.0,10.0
Atlanta Hawks,2020-21,2021,41,31,0.5694444,0.548034730972982,7,elastic_net,34.5,41,31,over,+10000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,39.45850063005471,over,4.958500630054708,41.0,1.5414993699452921,6.5,win,10.0,9.090909090909092,19.090909090909093
Boston Celtics,2020-21,2021,36,36,0.5,0.5967206556313809,7,elastic_net,44.5,36,36,under,+1400,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,42.96388720545942,under,-1.5361127945405784,36.0,6.963887205459422,8.5,win,10.0,9.090909090909092,19.090909090909093
Brooklyn Nets,2020-21,2021,48,24,0.6666667,0.7325716569933113,7,elastic_net,45.5,48,24,over,+600,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,52.74515930351841,over,7.245159303518413,48.0,4.745159303518413,2.5,win,10.0,9.090909090909092,19.090909090909093
Charlotte Hornets,2020-21,2021,33,39,0.45833334,0.49019921256556365,7,elastic_net,26.5,33,39,over,+25000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,35.294343304720584,over,8.794343304720584,33.0,2.2943433047205843,6.5,win,10.0,9.090909090909092,19.090909090909093
Chicago Bulls,2020-21,2021,31,41,0.43055555,0.5169607137556801,7,elastic_net,29.5,31,41,over,+25000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,37.22117139040897,over,7.721171390408969,31.0,6.221171390408969,1.5,win,10.0,9.090909090909092,19.090909090909093
Cleveland Cavaliers,2020-21,2021,22,50,0.30555555,0.4753817647399307,7,elastic_net,22.5,22,50,under,+50000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,34.22748706127501,over,11.727487061275014,22.0,12.227487061275014,0.5,loss,10.0,-10.0,0.0
Dallas Mavericks,2020-21,2021,42,30,0.5833333,0.5397024285881926,7,elastic_net,42.5,42,30,under,+2500,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,38.85857485834987,under,-3.6414251416501315,42.0,3.1414251416501315,0.5,win,10.0,9.090909090909092,19.090909090909093
Denver Nuggets,2020-21,2021,47,25,0.6527778,0.5367800933109785,7,elastic_net,44.5,47,25,over,+1800,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,38.648166718390456,under,-5.851833281609544,47.0,8.351833281609544,2.5,loss,10.0,-10.0,0.0
Detroit Pistons,2020-21,2021,20,52,0.2777778,0.4176011521588641,7,elastic_net,23.5,20,52,under,+50000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,30.067282955438216,over,6.567282955438216,20.0,10.067282955438216,3.5,loss,10.0,-10.0,0.0
Golden State Warriors,2020-21,2021,39,33,0.5416667,0.5150017387709813,7,elastic_net,37.5,39,33,over,+2500,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,37.08012519151065,under,-0.41987480848934666,39.0,1.9198748084893467,1.5,loss,10.0,-10.0,0.0
Houston Rockets,2020-21,2021,17,55,0.2361111,0.57539039840665,7,elastic_net,34.5,17,55,under,+5000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,41.4281086852788,over,6.928108685278801,17.0,24.4281086852788,17.5,loss,10.0,-10.0,0.0
Indiana Pacers,2020-21,2021,34,38,0.4722222,0.538357365468482,7,elastic_net,38.5,34,38,under,+10000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,38.7617303137307,over,0.2617303137307019,34.0,4.761730313730702,4.5,loss,10.0,-10.0,0.0
Los Angeles Clippers,2020-21,2021,47,25,0.6527778,0.6311443134225838,7,elastic_net,46.5,47,25,over,+650,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,45.442390566426035,under,-1.0576094335739654,47.0,1.5576094335739654,0.5,loss,10.0,-10.0,0.0
Los Angeles Lakers,2020-21,2021,42,30,0.5833333,0.6688553046624934,7,elastic_net,47.5,42,30,under,+275,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,48.157581935699525,over,0.6575819356995254,42.0,6.157581935699525,5.5,loss,10.0,-10.0,0.0
Memphis Grizzlies,2020-21,2021,38,34,0.5277778,0.5147316980988835,7,elastic_net,31.5,38,34,over,+15000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,37.06068226311962,over,5.560682263119617,38.0,0.9393177368803833,6.5,win,10.0,9.090909090909092,19.090909090909093
Miami Heat,2020-21,2021,40,32,0.5555556,0.5129115992452118,7,elastic_net,43.5,40,32,under,+1800,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,36.92963514565525,under,-6.570364854344753,40.0,3.070364854344753,3.5,win,10.0,9.090909090909092,19.090909090909093
Milwaukee Bucks,2020-21,2021,46,26,0.6388889,0.6312857843336145,7,elastic_net,49.5,46,26,under,+550,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,45.45257647202024,under,-4.04742352797976,46.0,0.5474235279797597,3.5,win,10.0,9.090909090909092,19.090909090909093
Minnesota Timberwolves,2020-21,2021,23,49,0.31944445,0.4884276559522292,7,elastic_net,29.5,23,49,under,+20000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,35.166791228560506,over,5.6667912285605055,23.0,12.166791228560506,6.5,loss,10.0,-10.0,0.0
New Orleans Pelicans,2020-21,2021,31,41,0.43055555,0.5622840957435273,7,elastic_net,36.5,31,41,under,+6500,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,40.484454893533965,over,3.9844548935339645,31.0,9.484454893533965,5.5,loss,10.0,-10.0,0.0
New York Knicks,2020-21,2021,41,31,0.5694444,0.4027738486354179,7,elastic_net,21.5,41,31,over,+50000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,28.999717101750086,over,7.499717101750086,41.0,12.000282898249914,19.5,win,10.0,9.090909090909092,19.090909090909093
Oklahoma City Thunder,2020-21,2021,22,50,0.30555555,0.34612250778889275,7,elastic_net,22.5,22,50,under,+20000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,24.92082056080028,over,2.42082056080028,22.0,2.92082056080028,0.5,loss,10.0,-10.0,0.0
Orlando Magic,2020-21,2021,21,51,0.29166666,0.46783485121553603,7,elastic_net,31.5,21,51,under,+20000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,33.684109287518595,over,2.184109287518595,21.0,12.684109287518595,10.5,loss,10.0,-10.0,0.0
Philadelphia 76ers,2020-21,2021,49,23,0.6805556,0.5289629055112778,7,elastic_net,43.5,49,23,over,+2000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,38.085329196812,under,-5.414670803188002,49.0,10.914670803188002,5.5,loss,10.0,-10.0,0.0
Phoenix Suns,2020-21,2021,51,21,0.7083333,0.5750479967851626,7,elastic_net,38.5,51,21,over,+4000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,41.40345576853171,over,2.903455768531707,51.0,9.596544231468293,12.5,win,10.0,9.090909090909092,19.090909090909093
Portland Trail Blazers,2020-21,2021,42,30,0.5833333,0.5188669727489269,7,elastic_net,40.5,42,30,over,+4000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,37.358422037922736,under,-3.141577962077264,42.0,4.641577962077264,1.5,loss,10.0,-10.0,0.0
Sacramento Kings,2020-21,2021,31,41,0.43055555,0.5132256291487909,7,elastic_net,28.5,31,41,over,+25000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,36.952245298712945,over,8.452245298712945,31.0,5.9522452987129455,2.5,win,10.0,9.090909090909092,19.090909090909093
San Antonio Spurs,2020-21,2021,33,39,0.45833334,0.4586150447493884,7,elastic_net,28.5,33,39,over,+25000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,33.020283221955964,over,4.520283221955964,33.0,0.02028322195596388,4.5,win,10.0,9.090909090909092,19.090909090909093
Toronto Raptors,2020-21,2021,27,45,0.375,0.5896218829305354,7,elastic_net,42.5,27,45,under,+3000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,42.45277557099855,under,-0.04722442900145296,27.0,15.452775570998547,15.5,win,10.0,9.090909090909092,19.090909090909093
Utah Jazz,2020-21,2021,52,20,0.7222222,0.5525611481552994,7,elastic_net,41.5,52,20,over,+4000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,39.78440266718156,under,-1.7155973328184402,52.0,12.21559733281844,10.5,loss,10.0,-10.0,0.0
Washington Wizards,2020-21,2021,34,38,0.4722222,0.6028127221829886,7,elastic_net,32.5,34,38,over,+10000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,43.402515997175186,over,10.902515997175186,34.0,9.402515997175186,1.5,win,10.0,9.090909090909092,19.090909090909093
Atlanta Hawks,2021-22,2022,43,39,0.5243902,0.6252338275826814,8,elastic_net,47.5,43,39,under,+3500,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,51.269173861779876,over,3.7691738617798762,43.0,8.269173861779876,4.5,loss,10.0,-10.0,0.0
Boston Celtics,2021-22,2022,51,31,0.6219512,0.4661540299997668,8,elastic_net,45.5,51,31,over,+4000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,38.22463045998088,under,-7.2753695400191205,51.0,12.77536954001912,5.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2021-22,2022,44,38,0.5365854,0.7175432789206688,8,elastic_net,56.5,44,38,under,+240,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,58.838548871494844,over,2.3385488714948437,44.0,14.838548871494844,12.5,loss,10.0,-10.0,0.0
Charlotte Hornets,2021-22,2022,43,39,0.5243902,0.5562921172701567,8,elastic_net,38.5,43,39,over,+10000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,45.61595361615285,over,7.115953616152851,43.0,2.6159536161528507,4.5,win,10.0,9.090909090909092,19.090909090909093
Chicago Bulls,2021-22,2022,46,36,0.5609756,0.5902593981054639,8,elastic_net,42.5,46,36,over,+6600,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,48.401270644648044,over,5.901270644648044,46.0,2.4012706446480436,3.5,win,10.0,9.090909090909092,19.090909090909093
Cleveland Cavaliers,2021-22,2022,44,38,0.5365854,0.4636093539434945,8,elastic_net,26.5,44,38,over,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,38.01596702336655,over,11.51596702336655,44.0,5.984032976633451,17.5,win,10.0,9.090909090909092,19.090909090909093
Dallas Mavericks,2021-22,2022,52,30,0.63414633,0.5334580354564976,8,elastic_net,48.5,52,30,over,+3000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,43.743558907432806,under,-4.756441092567194,52.0,8.256441092567194,3.5,loss,10.0,-10.0,0.0
Denver Nuggets,2021-22,2022,48,34,0.58536583,0.4914230988837975,8,elastic_net,47.5,48,34,over,+2200,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,40.29669410847139,under,-7.203305891528608,48.0,7.703305891528608,0.5,loss,10.0,-10.0,0.0
Detroit Pistons,2021-22,2022,23,59,0.2804878,0.4007180040154029,8,elastic_net,24.5,23,59,under,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,32.85887632926304,over,8.35887632926304,23.0,9.85887632926304,1.5,loss,10.0,-10.0,0.0
Golden State Warriors,2021-22,2022,53,29,0.64634144,0.5755386083070626,8,elastic_net,48.5,53,29,over,+900,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,47.19416588117913,under,-1.3058341188208686,53.0,5.805834118820869,4.5,loss,10.0,-10.0,0.0
Houston Rockets,2021-22,2022,20,62,0.24390244,0.4187172611720277,8,elastic_net,27.5,20,62,under,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,34.33481541610627,over,6.834815416106267,20.0,14.334815416106267,7.5,loss,10.0,-10.0,0.0
Indiana Pacers,2021-22,2022,25,57,0.30487806,0.4888311489144684,8,elastic_net,42.5,25,57,under,+10000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,40.084154210986405,under,-2.415845789013595,25.0,15.084154210986405,17.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Clippers,2021-22,2022,42,40,0.5121951,0.4709933564774415,8,elastic_net,45.5,42,40,under,+1600,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,38.6214552311502,under,-6.8785447688498,42.0,3.3785447688497996,3.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2021-22,2022,33,49,0.40243903,0.6457718227504519,8,elastic_net,52.5,33,49,under,+400,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,52.953289465537054,over,0.45328946553705407,33.0,19.953289465537054,19.5,loss,10.0,-10.0,0.0
Memphis Grizzlies,2021-22,2022,56,26,0.68292683,0.5319483216920591,8,elastic_net,41.5,56,26,over,+10000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,43.619762378748845,over,2.1197623787488453,56.0,12.380237621251155,14.5,win,10.0,9.090909090909092,19.090909090909093
Miami Heat,2021-22,2022,53,29,0.64634144,0.5485083086811715,8,elastic_net,48.5,53,29,over,+2500,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,44.97768131185607,under,-3.5223186881439332,53.0,8.022318688143933,4.5,loss,10.0,-10.0,0.0
Milwaukee Bucks,2021-22,2022,51,31,0.6219512,0.635851170081046,8,elastic_net,54.5,51,31,under,+900,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,52.13979594664577,under,-2.360204053354231,51.0,1.1397959466457692,3.5,win,10.0,9.090909090909092,19.090909090909093
Minnesota Timberwolves,2021-22,2022,46,36,0.5609756,0.48091922442334556,8,elastic_net,35.5,46,36,over,+25000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,39.43537640271433,over,3.9353764027143328,46.0,6.564623597285667,10.5,win,10.0,9.090909090909092,19.090909090909093
New Orleans Pelicans,2021-22,2022,36,46,0.4390244,0.5663078680716971,8,elastic_net,39.5,36,46,under,+10000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,46.43724518187916,over,6.937245181879163,36.0,10.437245181879163,3.5,loss,10.0,-10.0,0.0
New York Knicks,2021-22,2022,37,45,0.4512195,0.5803987325660696,8,elastic_net,41.5,37,45,under,+8000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,47.5926960704177,over,6.092696070417702,37.0,10.592696070417702,4.5,loss,10.0,-10.0,0.0
Oklahoma City Thunder,2021-22,2022,24,58,0.29268292,0.4391660348322196,8,elastic_net,23.5,24,58,over,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,36.011614856242005,over,12.511614856242005,24.0,12.011614856242005,0.5,win,10.0,9.090909090909092,19.090909090909093
Orlando Magic,2021-22,2022,22,60,0.2682927,0.3667829299719185,8,elastic_net,22.5,22,60,under,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,30.07620025769732,over,7.5762002576973195,22.0,8.07620025769732,0.5,loss,10.0,-10.0,0.0
Philadelphia 76ers,2021-22,2022,51,31,0.6219512,0.6411916901556676,8,elastic_net,50.5,51,31,over,+1600,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,52.57771859276474,over,2.0777185927647395,51.0,1.5777185927647395,0.5,win,10.0,9.090909090909092,19.090909090909093
Phoenix Suns,2021-22,2022,64,18,0.7804878,0.6477542413394388,8,elastic_net,51.5,64,18,over,+1500,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,53.115847789833985,over,1.6158477898339854,64.0,10.884152210166015,12.5,win,10.0,9.090909090909092,19.090909090909093
Portland Trail Blazers,2021-22,2022,27,55,0.3292683,0.5307907855702478,8,elastic_net,44.5,27,55,under,+5000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,43.524844416760324,under,-0.9751555832396761,27.0,16.524844416760324,17.5,win,10.0,9.090909090909092,19.090909090909093
Sacramento Kings,2021-22,2022,30,52,0.36585367,0.431947066175212,8,elastic_net,36.5,30,52,under,+25000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,35.41965942636738,under,-1.0803405736326184,30.0,5.419659426367382,6.5,win,10.0,9.090909090909092,19.090909090909093
San Antonio Spurs,2021-22,2022,34,48,0.41463414,0.43408862263948067,8,elastic_net,28.5,34,48,over,+30000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,35.595267056437415,over,7.0952670564374145,34.0,1.5952670564374145,5.5,win,10.0,9.090909090909092,19.090909090909093
Toronto Raptors,2021-22,2022,48,34,0.58536583,0.4716021551998167,8,elastic_net,35.5,48,34,over,+15000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,38.67137672638497,over,3.1713767263849704,48.0,9.32862327361503,12.5,win,10.0,9.090909090909092,19.090909090909093
Utah Jazz,2021-22,2022,49,33,0.597561,0.5741992751931811,8,elastic_net,52.5,49,33,under,+1600,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,47.084340565840854,under,-5.415659434159146,49.0,1.9156594341591457,3.5,win,10.0,9.090909090909092,19.090909090909093
Washington Wizards,2021-22,2022,35,47,0.42682928,0.4720677605887848,8,elastic_net,33.5,35,47,over,+15000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,38.70955636828035,over,5.209556368280353,35.0,3.709556368280353,1.5,win,10.0,9.090909090909092,19.090909090909093
Atlanta Hawks,2022-23,2023,41,41,0.5,0.626107454823926,9,elastic_net,46.5,41,41,under,+5000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,51.340811295561934,over,4.8408112955619345,41.0,10.340811295561934,5.5,loss,10.0,-10.0,0.0
