team,season,season_end_year,wins,losses,win_pct,predicted_win_pct,training_seasons,selected_model,win_total_line,actual_wins_odds_source,actual_losses_odds_source,source_result,championship_odds,source_url,scheduled_games_for_line,predicted_wins,pick,model_edge_wins,comparison_actual_wins,model_abs_error_wins,market_abs_error_wins,grade,stake,profit,cash_return
Boston Celtics,2022-23,2023,57,25,0.69512194,0.6223719586746361,9,elastic_net,54.5,57,25,over,+500,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,51.03450061132016,under,-3.465499388679838,57.0,5.965499388679838,2.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2022-23,2023,45,37,0.5487805,0.7191368945368091,9,elastic_net,50.5,45,37,under,+700,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,58.96922535201834,over,8.469225352018341,45.0,13.969225352018341,5.5,loss,10.0,-10.0,0.0
Charlotte Hornets,2022-23,2023,27,55,0.3292683,0.47149351313324883,9,elastic_net,34.5,27,55,under,+15000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,38.6624680769264,over,4.162468076926402,27.0,11.662468076926402,7.5,loss,10.0,-10.0,0.0
Chicago Bulls,2022-23,2023,40,42,0.4878049,0.5386248706153444,9,elastic_net,41.5,40,42,under,+4000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,44.167239390458235,over,2.667239390458235,40.0,4.167239390458235,1.5,loss,10.0,-10.0,0.0
Cleveland Cavaliers,2022-23,2023,51,31,0.6219512,0.5807699434051093,9,elastic_net,46.5,51,31,over,+3000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,47.62313535921896,over,1.1231353592189635,51.0,3.3768646407810365,4.5,win,10.0,9.090909090909092,19.090909090909093
Dallas Mavericks,2022-23,2023,38,44,0.46341464,0.5873035124353367,9,elastic_net,48.5,38,44,under,+2500,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,48.15888801969761,under,-0.34111198030238654,38.0,10.158888019697613,10.5,win,10.0,9.090909090909092,19.090909090909093
Denver Nuggets,2022-23,2023,53,29,0.64634144,0.5599562814615384,9,elastic_net,51.5,53,29,over,+1800,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,45.91641507984615,under,-5.5835849201538466,53.0,7.0835849201538466,1.5,loss,10.0,-10.0,0.0
Detroit Pistons,2022-23,2023,17,65,0.20731707,0.43943731186219076,9,elastic_net,29.5,17,65,under,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,36.03385957269964,over,6.53385957269964,17.0,19.03385957269964,12.5,loss,10.0,-10.0,0.0
Golden State Warriors,2022-23,2023,44,38,0.5365854,0.606269115594356,9,elastic_net,52.5,44,38,under,+600,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,49.71406747873719,under,-2.785932521262808,44.0,5.714067478737192,8.5,win,10.0,9.090909090909092,19.090909090909093
Houston Rockets,2022-23,2023,22,60,0.2682927,0.3827609411920818,9,elastic_net,23.5,22,60,under,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,31.38639717775071,over,7.886397177750709,22.0,9.386397177750709,1.5,loss,10.0,-10.0,0.0
Indiana Pacers,2022-23,2023,35,47,0.42682928,0.47222727328650277,9,elastic_net,24.5,35,47,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,38.72263640949323,over,14.222636409493226,35.0,3.7226364094932265,10.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Clippers,2022-23,2023,44,38,0.5365854,0.5402120020668331,9,elastic_net,52.5,44,38,under,+700,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,44.29738416948031,under,-8.20261583051969,44.0,0.2973841694803099,8.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2022-23,2023,43,39,0.5243902,0.6116334130834962,9,elastic_net,44.5,43,39,under,+1800,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,50.153939872846685,over,5.653939872846685,43.0,7.153939872846685,1.5,loss,10.0,-10.0,0.0
Memphis Grizzlies,2022-23,2023,51,31,0.6219512,0.5485705689690199,9,elastic_net,49.5,51,31,over,+2000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,44.982786655459634,under,-4.517213344540366,51.0,6.017213344540366,1.5,loss,10.0,-10.0,0.0
Miami Heat,2022-23,2023,44,38,0.5365854,0.5686691085345339,9,elastic_net,49.5,44,38,under,+1600,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,46.63086689983178,under,-2.86913310016822,44.0,2.63086689983178,5.5,win,10.0,9.090909090909092,19.090909090909093
Milwaukee Bucks,2022-23,2023,58,24,0.70731705,0.6282430466536979,9,elastic_net,53.5,58,24,over,+650,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,51.51592982560323,under,-1.98407017439677,58.0,6.48407017439677,4.5,loss,10.0,-10.0,0.0
Minnesota Timberwolves,2022-23,2023,42,40,0.5121951,0.6040907438730038,9,elastic_net,49.5,42,40,under,+2800,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,49.535440997586306,over,0.035440997586306366,42.0,7.535440997586306,7.5,loss,10.0,-10.0,0.0
New Orleans Pelicans,2022-23,2023,42,40,0.5121951,0.5408818448115061,9,elastic_net,45.5,42,40,under,+4000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,44.3523112745435,under,-1.1476887254564971,42.0,2.352311274543503,3.5,win,10.0,9.090909090909092,19.090909090909093
New York Knicks,2022-23,2023,47,35,0.5731707,0.5080979030063958,9,elastic_net,38.5,47,35,over,+6600,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,41.66402804652446,over,3.1640280465244572,47.0,5.335971953475543,8.5,win,10.0,9.090909090909092,19.090909090909093
Oklahoma City Thunder,2022-23,2023,40,42,0.4878049,0.4157122678306109,9,elastic_net,23.5,40,42,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,34.088405962110095,over,10.588405962110095,40.0,5.9115940378899055,16.5,win,10.0,9.090909090909092,19.090909090909093
Orlando Magic,2022-23,2023,34,48,0.41463414,0.44927941299634855,9,elastic_net,26.5,34,48,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,36.84091186570058,over,10.340911865700583,34.0,2.8409118657005834,7.5,win,10.0,9.090909090909092,19.090909090909093
Philadelphia 76ers,2022-23,2023,54,28,0.6585366,0.6256311456794997,9,elastic_net,50.5,54,28,over,+1400,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,51.30175394571898,over,0.8017539457189784,54.0,2.6982460542810216,3.5,win,10.0,9.090909090909092,19.090909090909093
Phoenix Suns,2022-23,2023,45,37,0.5487805,0.6988442170868243,9,elastic_net,52.5,45,37,under,+1000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,57.30522580111959,over,4.80522580111959,45.0,12.30522580111959,7.5,loss,10.0,-10.0,0.0
Portland Trail Blazers,2022-23,2023,33,49,0.40243903,0.5158619606396576,9,elastic_net,39.5,33,49,under,+8000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,42.300680772451926,over,2.8006807724519263,33.0,9.300680772451926,6.5,loss,10.0,-10.0,0.0
Sacramento Kings,2022-23,2023,48,34,0.58536583,0.47828435747939274,9,elastic_net,34.5,48,34,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,39.219317313310206,over,4.719317313310206,48.0,8.780682686689794,13.5,win,10.0,9.090909090909092,19.090909090909093
San Antonio Spurs,2022-23,2023,22,60,0.2682927,0.3955413128493521,9,elastic_net,22.5,22,60,under,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,32.43438765364687,over,9.934387653646873,22.0,10.434387653646873,0.5,loss,10.0,-10.0,0.0
Toronto Raptors,2022-23,2023,41,41,0.5,0.5052197323924846,9,elastic_net,46.5,41,41,under,+4000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,41.42801805618374,under,-5.071981943816262,41.0,0.42801805618373834,5.5,win,10.0,9.090909090909092,19.090909090909093
Utah Jazz,2022-23,2023,37,45,0.4512195,0.4094131745004054,9,elastic_net,23.5,37,45,over,+50000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,33.57188030903324,over,10.07188030903324,37.0,3.42811969096676,13.5,win,10.0,9.090909090909092,19.090909090909093
Washington Wizards,2022-23,2023,35,47,0.42682928,0.5262463476664232,9,elastic_net,35.5,35,47,under,+25000,https://www.basketball-reference.com/leagues/NBA_2023_preseason_odds.html,82,43.1522005086467,over,7.6522005086467,35.0,8.1522005086467,0.5,loss,10.0,-10.0,0.0
Atlanta Hawks,2023-24,2024,36,46,0.4390244,0.5565054749642296,10,elastic_net,42.5,36,46,under,+8000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,45.63344894706683,over,3.1334489470668316,36.0,9.633448947066832,6.5,loss,10.0,-10.0,0.0
Boston Celtics,2023-24,2024,64,18,0.7804878,0.6606562231378726,10,elastic_net,54.5,64,18,over,+450,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,54.17381029730556,under,-0.3261897026944425,64.0,9.826189702694442,9.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2023-24,2024,32,50,0.3902439,0.442714672154065,10,elastic_net,37.5,32,50,under,+12500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,36.30260311663333,under,-1.1973968833666717,32.0,4.302603116633328,5.5,win,10.0,9.090909090909092,19.090909090909093
Charlotte Hornets,2023-24,2024,21,61,0.25609756,0.4125304010592008,10,elastic_net,31.5,21,61,under,+50000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,33.827492886854465,over,2.327492886854465,21.0,12.827492886854465,10.5,loss,10.0,-10.0,0.0
Chicago Bulls,2023-24,2024,39,43,0.47560975,0.5773379042243403,10,elastic_net,37.5,39,43,over,+12500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,47.3417081463959,over,9.841708146395902,39.0,8.341708146395902,1.5,win,10.0,9.090909090909092,19.090909090909093
Cleveland Cavaliers,2023-24,2024,48,34,0.58536583,0.5954147440006297,10,elastic_net,50.5,48,34,under,+2500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,48.82400900805163,under,-1.6759909919483675,48.0,0.8240090080516325,2.5,win,10.0,9.090909090909092,19.090909090909093
Dallas Mavericks,2023-24,2024,50,32,0.6097561,0.5484982129841013,10,elastic_net,45.5,50,32,over,+2500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,44.976853464696305,under,-0.5231465353036953,50.0,5.023146535303695,4.5,loss,10.0,-10.0,0.0
Denver Nuggets,2023-24,2024,57,25,0.69512194,0.6624616618368839,10,elastic_net,52.5,57,25,over,+450,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,54.32185627062448,over,1.8218562706244796,57.0,2.6781437293755204,4.5,win,10.0,9.090909090909092,19.090909090909093
Detroit Pistons,2023-24,2024,14,68,0.17073171,0.42597861795623965,10,elastic_net,28.5,14,68,under,+50000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,34.93024667241165,over,6.4302466724116485,14.0,20.93024667241165,14.5,loss,10.0,-10.0,0.0
Golden State Warriors,2023-24,2024,46,36,0.5609756,0.6130754511151199,10,elastic_net,48.5,46,36,under,+1200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,50.27218699143983,over,1.7721869914398312,46.0,4.272186991439831,2.5,loss,10.0,-10.0,0.0
Houston Rockets,2023-24,2024,41,41,0.5,0.52533847652303,10,elastic_net,31.5,41,41,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,43.07775507488846,over,11.577755074888458,41.0,2.077755074888458,9.5,win,10.0,9.090909090909092,19.090909090909093
Indiana Pacers,2023-24,2024,47,35,0.5731707,0.521664261273625,10,elastic_net,38.5,47,35,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,42.776469424437245,over,4.276469424437245,47.0,4.223530575562755,8.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Clippers,2023-24,2024,51,31,0.6219512,0.637177971494489,10,elastic_net,46.5,51,31,over,+2200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,52.248593662548096,over,5.748593662548096,51.0,1.248593662548096,4.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2023-24,2024,47,35,0.5731707,0.6688690983833699,10,elastic_net,47.5,47,35,under,+1500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,54.84726606743634,over,7.347266067436337,47.0,7.847266067436337,0.5,loss,10.0,-10.0,0.0
Memphis Grizzlies,2023-24,2024,27,55,0.3292683,0.5537357074578785,10,elastic_net,45.5,27,55,under,+2200,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,45.40632801154604,under,-0.09367198845396274,27.0,18.406328011546037,18.5,win,10.0,9.090909090909092,19.090909090909093
Miami Heat,2023-24,2024,46,36,0.5609756,0.5591423014421407,10,elastic_net,45.5,46,36,over,+1600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,45.849668718255536,over,0.34966871825553625,46.0,0.15033128174446375,0.5,win,10.0,9.090909090909092,19.090909090909093
Milwaukee Bucks,2023-24,2024,49,33,0.597561,0.7417287168456876,10,elastic_net,54.5,49,33,under,+600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,60.821754781346385,over,6.321754781346385,49.0,11.821754781346385,5.5,loss,10.0,-10.0,0.0
Minnesota Timberwolves,2023-24,2024,56,26,0.68292683,0.5659324772794222,10,elastic_net,44.5,56,26,over,+6600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,46.40646313691262,over,1.9064631369126204,56.0,9.59353686308738,11.5,win,10.0,9.090909090909092,19.090909090909093
New Orleans Pelicans,2023-24,2024,49,33,0.597561,0.5417018343893256,10,elastic_net,44.5,49,33,over,+4000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,44.419550419924704,under,-0.08044958007529601,49.0,4.580449580075296,4.5,loss,10.0,-10.0,0.0
New York Knicks,2023-24,2024,50,32,0.6097561,0.5402824926912578,10,elastic_net,45.5,50,32,over,+5000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,44.303164400683144,under,-1.1968355993168558,50.0,5.696835599316856,4.5,loss,10.0,-10.0,0.0
Oklahoma City Thunder,2023-24,2024,57,25,0.69512194,0.49055712382868494,10,elastic_net,44.5,57,25,over,+10000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,40.225684153952166,under,-4.274315846047834,57.0,16.774315846047834,12.5,loss,10.0,-10.0,0.0
Orlando Magic,2023-24,2024,47,35,0.5731707,0.4942803333758001,10,elastic_net,37.5,47,35,over,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,40.530987336815606,over,3.030987336815606,47.0,6.469012663184394,9.5,win,10.0,9.090909090909092,19.090909090909093
Philadelphia 76ers,2023-24,2024,47,35,0.5731707,0.5622246099760633,10,elastic_net,48.5,47,35,under,+1800,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,46.10241801803719,under,-2.3975819819628086,47.0,0.8975819819628086,1.5,win,10.0,9.090909090909092,19.090909090909093
Phoenix Suns,2023-24,2024,49,33,0.597561,0.6887626889623457,10,elastic_net,51.5,49,33,under,+600,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,56.47854049491235,over,4.978540494912352,49.0,7.478540494912352,2.5,loss,10.0,-10.0,0.0
Portland Trail Blazers,2023-24,2024,21,61,0.25609756,0.5240898253923734,10,elastic_net,28.5,21,61,under,+12500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,42.97536568217462,over,14.475365682174619,21.0,21.97536568217462,7.5,loss,10.0,-10.0,0.0
Sacramento Kings,2023-24,2024,46,36,0.5609756,0.571560637654309,10,elastic_net,44.5,46,36,over,+3500,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,46.86797228765334,over,2.3679722876533376,46.0,0.8679722876533376,1.5,win,10.0,9.090909090909092,19.090909090909093
San Antonio Spurs,2023-24,2024,22,60,0.2682927,0.47812567279212986,10,elastic_net,28.5,22,60,under,+15000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,39.20630516895465,over,10.70630516895465,22.0,17.20630516895465,6.5,loss,10.0,-10.0,0.0
Toronto Raptors,2023-24,2024,25,57,0.30487806,0.4742100254671036,10,elastic_net,36.5,25,57,under,+8000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,38.8852220883025,over,2.3852220883024984,25.0,13.885222088302498,11.5,loss,10.0,-10.0,0.0
Utah Jazz,2023-24,2024,31,51,0.37804878,0.4770852818215756,10,elastic_net,35.5,31,51,under,+25000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,39.1209931093692,over,3.620993109369202,31.0,8.120993109369202,4.5,loss,10.0,-10.0,0.0
Washington Wizards,2023-24,2024,15,67,0.18292683,0.4513010493336634,10,elastic_net,24.5,15,67,under,+50000,https://www.basketball-reference.com/leagues/NBA_2024_preseason_odds.html,82,37.0066860453604,over,12.506686045360397,15.0,22.006686045360397,9.5,loss,10.0,-10.0,0.0
Atlanta Hawks,2024-25,2025,40,42,0.4878049,0.4569415939421679,11,elastic_net,36.5,40,42,over,+50000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,37.469210703257765,over,0.9692107032577653,40.0,2.5307892967422347,3.5,win,10.0,9.090909090909092,19.090909090909093
Boston Celtics,2024-25,2025,61,21,0.74390244,0.6864621763252635,11,elastic_net,58.5,61,21,over,+325,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,56.28989845867161,under,-2.2101015413283918,61.0,4.710101541328392,2.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2024-25,2025,26,56,0.31707317,0.4214907404171536,11,elastic_net,19.5,26,56,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,34.562240714206595,over,15.062240714206595,26.0,8.562240714206595,6.5,win,10.0,9.090909090909092,19.090909090909093
Charlotte Hornets,2024-25,2025,19,63,0.23170732,0.43411560574792873,11,elastic_net,30.5,19,63,under,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,35.597479671330156,over,5.097479671330156,19.0,16.597479671330156,11.5,loss,10.0,-10.0,0.0
Chicago Bulls,2024-25,2025,39,43,0.47560975,0.40632892682761446,11,elastic_net,28.5,39,43,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,33.31897199986439,over,4.818971999864388,39.0,5.681028000135612,10.5,win,10.0,9.090909090909092,19.090909090909093
Cleveland Cavaliers,2024-25,2025,64,18,0.7804878,0.5738712055951707,11,elastic_net,48.5,64,18,over,+3500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,47.057438858804,under,-1.442561141196002,64.0,16.942561141196002,15.5,loss,10.0,-10.0,0.0
Dallas Mavericks,2024-25,2025,39,43,0.47560975,0.7049697069518992,11,elastic_net,49.5,39,43,under,+1100,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,57.80751597005573,over,8.307515970055732,39.0,18.807515970055732,10.5,loss,10.0,-10.0,0.0
Denver Nuggets,2024-25,2025,50,32,0.6097561,0.6336877415522849,11,elastic_net,51.5,50,32,under,+1100,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,51.96239480728736,over,0.46239480728736027,50.0,1.9623948072873603,1.5,loss,10.0,-10.0,0.0
Detroit Pistons,2024-25,2025,44,38,0.5365854,0.44087071805834854,11,elastic_net,25.5,44,38,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,36.15139888078458,over,10.651398880784583,44.0,7.848601119215417,18.5,win,10.0,9.090909090909092,19.090909090909093
Golden State Warriors,2024-25,2025,48,34,0.58536583,0.6059810259587933,11,elastic_net,43.5,48,34,over,+4000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,49.69044412862105,over,6.190444128621053,48.0,1.6904441286210528,4.5,win,10.0,9.090909090909092,19.090909090909093
Houston Rockets,2024-25,2025,52,30,0.63414633,0.4810584034829963,11,elastic_net,43.5,52,30,over,+8000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,39.446789085605694,under,-4.053210914394306,52.0,12.553210914394306,8.5,loss,10.0,-10.0,0.0
Indiana Pacers,2024-25,2025,50,32,0.6097561,0.5815262774815335,11,elastic_net,46.5,50,32,over,+6600,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,47.68515475348575,over,1.1851547534857474,50.0,2.3148452465142526,3.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Clippers,2024-25,2025,50,32,0.6097561,0.5651732877082536,11,elastic_net,35.5,50,32,over,+12500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,46.344209592076794,over,10.844209592076794,50.0,3.655790407923206,14.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2024-25,2025,50,32,0.6097561,0.7696298513284221,11,elastic_net,43.5,50,32,over,+4000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,63.10964780893061,over,19.60964780893061,50.0,13.10964780893061,6.5,win,10.0,9.090909090909092,19.090909090909093
Memphis Grizzlies,2024-25,2025,48,34,0.58536583,0.5290545416151738,11,elastic_net,47.5,48,34,over,+3500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,43.38247241244426,under,-4.117527587555742,48.0,4.617527587555742,0.5,loss,10.0,-10.0,0.0
Miami Heat,2024-25,2025,37,45,0.4512195,0.5643614417079621,11,elastic_net,44.5,37,45,under,+5000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,46.27763822005289,over,1.7776382200528928,37.0,9.277638220052893,7.5,loss,10.0,-10.0,0.0
Milwaukee Bucks,2024-25,2025,48,34,0.58536583,0.6360698472927033,11,elastic_net,49.5,48,34,under,+1400,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,52.157727478001675,over,2.657727478001675,48.0,4.157727478001675,1.5,loss,10.0,-10.0,0.0
Minnesota Timberwolves,2024-25,2025,49,33,0.597561,0.5850195973815288,11,elastic_net,51.5,49,33,under,+1100,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,47.971606985285355,under,-3.528393014714645,49.0,1.028393014714645,2.5,win,10.0,9.090909090909092,19.090909090909093
New Orleans Pelicans,2024-25,2025,21,61,0.25609756,0.6177846579222619,11,elastic_net,46.5,21,61,under,+5000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,50.65834194962547,over,4.158341949625473,21.0,29.658341949625473,25.5,loss,10.0,-10.0,0.0
New York Knicks,2024-25,2025,51,31,0.6219512,0.5883742622535937,11,elastic_net,53.5,51,31,under,+700,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,48.24668950479468,under,-5.253310495205319,51.0,2.7533104952053193,2.5,win,10.0,9.090909090909092,19.090909090909093
Oklahoma City Thunder,2024-25,2025,68,14,0.8292683,0.643401920542239,11,elastic_net,57.5,68,14,over,+675,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,52.7589574844636,under,-4.7410425155363995,68.0,15.2410425155364,10.5,loss,10.0,-10.0,0.0
Orlando Magic,2024-25,2025,41,41,0.5,0.5623060859924429,11,elastic_net,47.5,41,41,under,+4000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,46.10909905138032,under,-1.3909009486196808,41.0,5.109099051380319,6.5,win,10.0,9.090909090909092,19.090909090909093
Philadelphia 76ers,2024-25,2025,24,58,0.29268292,0.6131010285269829,11,elastic_net,50.5,24,58,under,+1000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,50.2742843392126,under,-0.2257156607874009,24.0,26.2742843392126,26.5,win,10.0,9.090909090909092,19.090909090909093
Phoenix Suns,2024-25,2025,36,46,0.4390244,0.6341008374887935,11,elastic_net,48.5,36,46,under,+1500,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,51.99626867408107,over,3.4962686740810724,36.0,15.996268674081072,12.5,loss,10.0,-10.0,0.0
Portland Trail Blazers,2024-25,2025,36,46,0.4390244,0.44911155269626823,11,elastic_net,21.5,36,46,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,36.827147321093996,over,15.327147321093996,36.0,0.8271473210939959,14.5,win,10.0,9.090909090909092,19.090909090909093
Sacramento Kings,2024-25,2025,40,42,0.4878049,0.5734492943698779,11,elastic_net,46.5,40,42,under,+6600,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,47.02284213832999,over,0.5228421383299917,40.0,7.022842138329992,6.5,loss,10.0,-10.0,0.0
San Antonio Spurs,2024-25,2025,34,48,0.41463414,0.5623904071306609,11,elastic_net,35.5,34,48,under,+15000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,46.11601338471419,over,10.616013384714194,34.0,12.116013384714194,1.5,loss,10.0,-10.0,0.0
Toronto Raptors,2024-25,2025,30,52,0.36585367,0.46297636901534434,11,elastic_net,29.5,30,52,over,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,37.964062259258235,over,8.464062259258235,30.0,7.964062259258235,0.5,win,10.0,9.090909090909092,19.090909090909093
Utah Jazz,2024-25,2025,17,65,0.20731707,0.45453350224697037,11,elastic_net,28.5,17,65,under,+50000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,37.27174718425157,over,8.771747184251574,17.0,20.271747184251574,11.5,loss,10.0,-10.0,0.0
Washington Wizards,2024-25,2025,18,64,0.2195122,0.48285667224688383,11,elastic_net,20.5,18,64,under,+100000,https://www.basketball-reference.com/leagues/NBA_2025_preseason_odds.html,82,39.594247124244475,over,19.094247124244475,18.0,21.594247124244475,2.5,loss,10.0,-10.0,0.0
Atlanta Hawks,2025-26,2026,46,36,0.5609756,0.4295500525532049,12,elastic_net,46.5,46,36,under,+4000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,35.2231043093628,under,-11.276895690637197,46.0,10.776895690637197,0.5,win,10.0,9.090909090909092,19.090909090909093
Boston Celtics,2025-26,2026,56,26,0.68292683,0.6655788221467938,12,elastic_net,41.5,56,26,over,+6000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,54.57746341603709,over,13.07746341603709,56.0,1.4225365839629092,14.5,win,10.0,9.090909090909092,19.090909090909093
Brooklyn Nets,2025-26,2026,20,62,0.24390244,0.3627120463692116,12,elastic_net,19.5,20,62,over,+100000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,29.742387802275353,over,10.242387802275353,20.0,9.742387802275353,0.5,win,10.0,9.090909090909092,19.090909090909093
Charlotte Hornets,2025-26,2026,44,38,0.5365854,0.48998095165222055,12,elastic_net,27.5,44,38,over,+100000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,40.17843803548209,over,12.678438035482088,44.0,3.8215619645179117,16.5,win,10.0,9.090909090909092,19.090909090909093
Chicago Bulls,2025-26,2026,31,51,0.37804878,0.3919625822589387,12,elastic_net,33.5,31,51,under,+50000,https://www.basketball-reference.com/leagues/NBA_2026_preseason_odds.html,82,32.140931745232976,under,-1.359068254767024,31.0,1.140931745232976,2.5,win,10.0,9.090909090909092,19.090909090909093
