team,season,season_end_year,wins,losses,win_pct,predicted_win_pct,training_seasons,selected_model,win_total_line,actual_wins_odds_source,actual_losses_odds_source,source_result,championship_odds,source_url,scheduled_games_for_line,predicted_wins_82,predicted_wins,predicted_wins_for_line,pick,model_edge_wins,comparison_actual_wins,model_abs_error_wins,market_abs_error_wins,grade,stake,profit,cash_return
Orlando Magic,2018-19,2019,42,40,0.5121951,0.43007673280459896,5,extra_trees,31.0,42,40,over,+75000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,35.266292089977114,35.266292089977114,35.266292089977114,over,4.266292089977114,42.0,6.733707910022886,11.0,win,10.0,9.090909090909092,19.090909090909093
Philadelphia 76ers,2018-19,2019,51,31,0.6219512,0.5862730489839516,5,extra_trees,53.5,51,31,under,+2000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,48.074390016684035,48.074390016684035,48.074390016684035,under,-5.425609983315965,51.0,2.9256099833159652,2.5,win,10.0,9.090909090909092,19.090909090909093
Phoenix Suns,2018-19,2019,19,63,0.23170732,0.4854105122986284,5,extra_trees,29.0,19,63,under,+75000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,39.80366200848753,39.80366200848753,39.80366200848753,over,10.803662008487528,19.0,20.803662008487528,10.0,loss,10.0,-10.0,0.0
Portland Trail Blazers,2018-19,2019,53,29,0.64634144,0.5894288866459769,5,extra_trees,42.0,53,29,over,+30000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,48.333168704970106,48.333168704970106,48.333168704970106,over,6.333168704970106,53.0,4.666831295029894,11.0,win,10.0,9.090909090909092,19.090909090909093
Sacramento Kings,2018-19,2019,39,43,0.47560975,0.3896976030698628,5,extra_trees,26.0,39,43,over,+200000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,31.95520345172875,31.95520345172875,31.95520345172875,over,5.9552034517287495,39.0,7.0447965482712505,13.0,win,10.0,9.090909090909092,19.090909090909093
San Antonio Spurs,2018-19,2019,48,34,0.58536583,0.5900721499776422,5,extra_trees,43.5,48,34,over,+10000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,48.38591629816666,48.38591629816666,48.38591629816666,over,4.885916298166663,48.0,0.38591629816666284,4.5,win,10.0,9.090909090909092,19.090909090909093
Toronto Raptors,2018-19,2019,58,24,0.70731705,0.6093529396015875,5,extra_trees,55.5,58,24,over,+1850,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,49.96694104733018,49.96694104733018,49.96694104733018,under,-5.533058952669819,58.0,8.033058952669819,2.5,loss,10.0,-10.0,0.0
Utah Jazz,2018-19,2019,50,32,0.6097561,0.5953736027558314,5,extra_trees,49.5,50,32,over,+10000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,48.820635425978175,48.820635425978175,48.820635425978175,under,-0.6793645740218253,50.0,1.1793645740218253,0.5,loss,10.0,-10.0,0.0
Washington Wizards,2018-19,2019,32,50,0.3902439,0.566639584688527,5,extra_trees,45.5,32,50,under,+11000,https://www.basketball-reference.com/leagues/NBA_2019_preseason_odds.html,82,46.464445944459214,46.464445944459214,46.464445944459214,over,0.9644459444592144,32.0,14.464445944459214,13.5,loss,10.0,-10.0,0.0
Atlanta Hawks,2019-20,2020,20,47,0.29850745,0.47635349816043754,6,extra_trees,33.5,20,47,under,+25000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,39.06098684915588,39.06098684915588,39.06098684915588,over,5.560986849155881,24.477610900000002,14.58337594915588,9.022389099999998,void,10.0,0.0,10.0
Boston Celtics,2019-20,2020,48,24,0.6666667,0.5805485338741683,6,extra_trees,48.5,48,24,under,+2900,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,47.6049797776818,47.6049797776818,47.6049797776818,under,-0.8950202223182018,54.666669399999996,7.061689622318198,6.166669399999996,void,10.0,0.0,10.0
Brooklyn Nets,2019-20,2020,35,37,0.4861111,0.5894563269997476,6,extra_trees,43.5,35,37,under,+5500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,48.3354188139793,48.3354188139793,48.3354188139793,over,4.835418813979302,39.8611102,8.474308613979304,3.638889800000001,void,10.0,0.0,10.0
Charlotte Hornets,2019-20,2020,23,42,0.35384616,0.37663463247505596,6,extra_trees,23.5,23,42,under,+200000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,30.884039862954587,30.884039862954587,30.884039862954587,over,7.384039862954587,29.01538512,1.8686547429545861,5.515385120000001,void,10.0,0.0,10.0
Chicago Bulls,2019-20,2020,22,43,0.33846155,0.5182387141961836,6,extra_trees,33.5,22,43,under,+42500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,42.49557456408706,42.49557456408706,42.49557456408706,over,8.995574564087057,27.7538471,14.741727464087056,5.7461528999999985,void,10.0,0.0,10.0
Cleveland Cavaliers,2019-20,2020,19,46,0.2923077,0.4547207615511415,6,extra_trees,24.5,19,46,under,+150000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,37.287102447193604,37.287102447193604,37.287102447193604,over,12.787102447193604,23.9692314,13.317871047193602,0.5307685999999983,void,10.0,0.0,10.0
Dallas Mavericks,2019-20,2020,43,32,0.5733333,0.5338894108508405,6,extra_trees,40.5,43,32,over,+10500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,43.778931689768925,43.778931689768925,43.778931689768925,over,3.2789316897689247,47.0133306,3.2343989102310786,6.513330600000003,void,10.0,0.0,10.0
Denver Nuggets,2019-20,2020,46,27,0.63013697,0.5912331857870606,6,extra_trees,53.0,46,27,under,+2000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,48.481121234538975,48.481121234538975,48.481121234538975,under,-4.518878765461025,51.67123154,3.190110305461026,1.3287684599999992,void,10.0,0.0,10.0
Detroit Pistons,2019-20,2020,20,46,0.3030303,0.5606235704720226,6,extra_trees,37.5,20,46,under,+25000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,45.97113277870585,45.97113277870585,45.97113277870585,over,8.47113277870585,24.8484846,21.12264817870585,12.651515400000001,void,10.0,0.0,10.0
Golden State Warriors,2019-20,2020,15,50,0.23076923,0.6465310565914143,6,extra_trees,47.5,15,50,under,+950,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,53.01554664049597,53.01554664049597,53.01554664049597,over,5.51554664049597,18.92307686,34.092469780495975,28.57692314,void,10.0,0.0,10.0
Houston Rockets,2019-20,2020,44,28,0.6111111,0.6250205018767426,6,extra_trees,54.0,44,28,under,+700,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,51.251681153892896,51.251681153892896,51.251681153892896,under,-2.7483188461071038,50.1111102,1.1405709538928974,3.888889800000001,void,10.0,0.0,10.0
Indiana Pacers,2019-20,2020,45,28,0.6164383,0.6334729533589734,6,extra_trees,46.5,45,28,under,+5000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,51.94478217543582,51.94478217543582,51.94478217543582,over,5.444782175435819,50.5479406,1.3968415754358219,4.047940599999997,void,10.0,0.0,10.0
Los Angeles Clippers,2019-20,2020,49,23,0.6805556,0.5483037016097267,6,extra_trees,53.5,49,23,under,+425,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,44.960903531997594,44.960903531997594,44.960903531997594,under,-8.539096468002406,55.805559200000005,10.84465566800241,2.3055592000000047,void,10.0,0.0,10.0
Los Angeles Lakers,2019-20,2020,52,19,0.73239434,0.6125197644623822,6,extra_trees,50.5,52,19,over,+450,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,50.22662068591534,50.22662068591534,50.22662068591534,under,-0.2733793140846572,60.056335880000006,9.829715194084663,9.556335880000006,void,10.0,0.0,10.0
Memphis Grizzlies,2019-20,2020,34,39,0.46575344,0.4597961491291758,6,extra_trees,27.5,34,39,over,+100000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,37.703284228592416,37.703284228592416,37.703284228592416,over,10.203284228592416,38.19178208,0.48849785140758684,10.691782080000003,void,10.0,0.0,10.0
Miami Heat,2019-20,2020,44,29,0.60273975,0.5054038596730718,6,extra_trees,43.5,44,29,over,+6000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,41.44311649319189,41.44311649319189,41.44311649319189,under,-2.056883506808113,49.424659500000004,7.981543006808117,5.924659500000004,void,10.0,0.0,10.0
Milwaukee Bucks,2019-20,2020,56,17,0.7671233,0.5961473217018366,6,extra_trees,57.5,56,17,under,+550,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,48.8840803795506,48.8840803795506,48.8840803795506,under,-8.615919620449397,62.904110599999996,14.020030220449392,5.404110599999996,void,10.0,0.0,10.0
Minnesota Timberwolves,2019-20,2020,19,45,0.296875,0.5429283176137822,6,extra_trees,35.5,19,45,under,+50000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,44.520122044330144,44.520122044330144,44.520122044330144,over,9.020122044330144,24.34375,20.176372044330144,11.15625,void,10.0,0.0,10.0
New Orleans Pelicans,2019-20,2020,30,42,0.41666666,0.5086095244029315,6,extra_trees,37.5,30,42,under,+12500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,41.705981001040385,41.705981001040385,41.705981001040385,over,4.205981001040385,34.16666612,7.539314881040383,3.333333879999998,void,10.0,0.0,10.0
New York Knicks,2019-20,2020,21,45,0.3181818,0.47390892757512065,6,extra_trees,26.5,21,45,under,+100000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,38.860532061159894,38.860532061159894,38.860532061159894,over,12.360532061159894,26.0909076,12.769624461159893,0.4090923999999987,void,10.0,0.0,10.0
Oklahoma City Thunder,2019-20,2020,44,28,0.6111111,0.596336626486747,6,extra_trees,32.5,44,28,over,+25000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,48.89960337191326,48.89960337191326,48.89960337191326,over,16.39960337191326,50.1111102,1.2115068280867405,17.6111102,void,10.0,0.0,10.0
Orlando Magic,2019-20,2020,33,40,0.4520548,0.5081321918658956,6,extra_trees,41.5,33,40,under,+20000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,41.66683973300344,41.66683973300344,41.66683973300344,over,0.16683973300344235,37.0684936,4.598346133003446,4.4315064000000035,void,10.0,0.0,10.0
Philadelphia 76ers,2019-20,2020,43,30,0.5890411,0.6220235085513551,6,extra_trees,54.5,43,30,under,+775,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,51.00592770121112,51.00592770121112,51.00592770121112,under,-3.494072298788879,48.3013702,2.70455750121112,6.198629799999999,void,10.0,0.0,10.0
Phoenix Suns,2019-20,2020,34,39,0.46575344,0.4844791152064668,6,extra_trees,29.5,34,39,over,+50000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,39.727287446930276,39.727287446930276,39.727287446930276,over,10.227287446930276,38.19178208,1.5355053669302734,8.691782080000003,void,10.0,0.0,10.0
Portland Trail Blazers,2019-20,2020,35,39,0.47297296,0.6250165704578104,6,extra_trees,46.5,35,39,under,+3500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,51.25135877754046,51.25135877754046,51.25135877754046,over,4.75135877754046,38.78378272,12.467576057540462,7.716217280000002,void,10.0,0.0,10.0
Sacramento Kings,2019-20,2020,31,41,0.43055555,0.5739965547522164,6,extra_trees,37.5,31,41,under,+15000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,47.06771748968175,47.06771748968175,47.06771748968175,over,9.567717489681748,35.3055551,11.762162389681748,2.1944449000000006,void,10.0,0.0,10.0
San Antonio Spurs,2019-20,2020,32,39,0.45070422,0.5998783531565228,6,extra_trees,46.5,32,39,under,+6000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,49.19002495883487,49.19002495883487,49.19002495883487,over,2.6900249588348686,36.957746039999996,12.232278918834872,9.542253960000004,void,10.0,0.0,10.0
Toronto Raptors,2019-20,2020,53,19,0.7361111,0.5982558137219244,6,extra_trees,46.5,53,19,over,+5500,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,49.0569767251978,49.0569767251978,49.0569767251978,over,2.5569767251977993,60.3611102,11.3041334748022,13.861110199999999,void,10.0,0.0,10.0
Utah Jazz,2019-20,2020,44,28,0.6111111,0.5801816523139132,6,extra_trees,53.5,44,28,under,+1300,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,47.57489548974088,47.57489548974088,47.57489548974088,under,-5.925104510259118,50.1111102,2.5362147102591166,3.388889800000001,void,10.0,0.0,10.0
Washington Wizards,2019-20,2020,25,47,0.3472222,0.39833265161048675,6,extra_trees,27.0,25,47,under,+125000,https://www.basketball-reference.com/leagues/NBA_2020_preseason_odds.html,82,32.663277432059914,32.663277432059914,32.663277432059914,over,5.663277432059914,28.472220399999998,4.191057032059916,1.4722203999999977,void,10.0,0.0,10.0
Atlanta Hawks,2020-21,2021,41,31,0.5694444,0.5926477706150596,7,extra_trees,34.5,41,31,over,+10000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,48.597117190434886,42.67063948428429,42.67063948428429,over,8.170639484284287,41.0,1.6706394842842869,6.5,win,10.0,9.090909090909092,19.090909090909093
Boston Celtics,2020-21,2021,36,36,0.5,0.6353260052986485,7,extra_trees,44.5,36,36,under,+1400,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,52.09673243448918,45.74347238150269,45.74347238150269,over,1.2434723815026913,36.0,9.743472381502691,8.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2020-21,2021,48,24,0.6666667,0.6235837879407023,7,extra_trees,45.5,48,24,over,+600,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,51.133870611137596,44.89803273173057,44.89803273173057,under,-0.6019672682694335,48.0,3.1019672682694335,2.5,loss,10.0,-10.0,0.0
Charlotte Hornets,2020-21,2021,33,39,0.45833334,0.4603552538600651,7,extra_trees,26.5,33,39,over,+25000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,37.74913081652534,33.145578277924685,33.145578277924685,over,6.645578277924685,33.0,0.14557827792468458,6.5,win,10.0,9.090909090909092,19.090909090909093
Chicago Bulls,2020-21,2021,31,41,0.43055555,0.4727910199951648,7,extra_trees,29.5,31,41,over,+25000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,38.768863639603516,34.040953439651865,34.040953439651865,over,4.540953439651865,31.0,3.040953439651865,1.5,win,10.0,9.090909090909092,19.090909090909093
Cleveland Cavaliers,2020-21,2021,22,50,0.30555555,0.48965344810457395,7,extra_trees,22.5,22,50,under,+50000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,40.151582744575066,35.255048263529325,35.255048263529325,over,12.755048263529325,22.0,13.255048263529325,0.5,loss,10.0,-10.0,0.0
Dallas Mavericks,2020-21,2021,42,30,0.5833333,0.595813589474666,7,extra_trees,42.5,42,30,under,+2500,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,48.856714336922614,42.89857844217595,42.89857844217595,over,0.3985784421759533,42.0,0.8985784421759533,0.5,loss,10.0,-10.0,0.0
Denver Nuggets,2020-21,2021,47,25,0.6527778,0.5282122192294906,7,extra_trees,44.5,47,25,over,+1800,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,43.31340197681823,38.03127978452332,38.03127978452332,under,-6.468720215476679,47.0,8.96872021547668,2.5,loss,10.0,-10.0,0.0
Detroit Pistons,2020-21,2021,20,52,0.2777778,0.43579169835015574,7,extra_trees,23.5,20,52,under,+50000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,35.73491926471277,31.37700228121121,31.37700228121121,over,7.877002281211212,20.0,11.377002281211212,3.5,loss,10.0,-10.0,0.0
Golden State Warriors,2020-21,2021,39,33,0.5416667,0.5634327316217768,7,extra_trees,37.5,39,33,over,+2500,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,46.20148399298569,40.56715667676793,40.56715667676793,over,3.0671566767679295,39.0,1.5671566767679295,1.5,win,10.0,9.090909090909092,19.090909090909093
Houston Rockets,2020-21,2021,17,55,0.2361111,0.5895868380276538,7,extra_trees,34.5,17,55,under,+5000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,48.346120718267606,42.450252337991074,42.450252337991074,over,7.950252337991074,17.0,25.450252337991074,17.5,loss,10.0,-10.0,0.0
Indiana Pacers,2020-21,2021,34,38,0.4722222,0.5944667094372882,7,extra_trees,38.5,34,38,under,+10000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,48.74627017385763,42.80160307948475,42.80160307948475,over,4.3016030794847495,34.0,8.80160307948475,4.5,loss,10.0,-10.0,0.0
Los Angeles Clippers,2020-21,2021,47,25,0.6527778,0.6728817685758902,7,extra_trees,46.5,47,25,over,+650,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,55.176305023222994,48.447487337464096,48.447487337464096,over,1.9474873374640964,47.0,1.4474873374640964,0.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2020-21,2021,42,30,0.5833333,0.6322100372619274,7,extra_trees,47.5,42,30,under,+275,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,51.841223055478046,45.51912268285877,45.51912268285877,under,-1.9808773171412284,42.0,3.5191226828587716,5.5,win,10.0,9.090909090909092,19.090909090909093
Memphis Grizzlies,2020-21,2021,38,34,0.5277778,0.495987577452323,7,extra_trees,31.5,38,34,over,+15000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,40.67098135109049,35.711105576567256,35.711105576567256,over,4.211105576567256,38.0,2.288894423432744,6.5,win,10.0,9.090909090909092,19.090909090909093
Miami Heat,2020-21,2021,40,32,0.5555556,0.5481515168017507,7,extra_trees,43.5,40,32,under,+1800,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,44.94842437774356,39.46690920972605,39.46690920972605,under,-4.033090790273953,40.0,0.5330907902739526,3.5,win,10.0,9.090909090909092,19.090909090909093
Milwaukee Bucks,2020-21,2021,46,26,0.6388889,0.6239187067022526,7,extra_trees,49.5,46,26,under,+550,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,51.16133394958471,44.92214688256219,44.92214688256219,under,-4.577853117437812,46.0,1.0778531174378116,3.5,win,10.0,9.090909090909092,19.090909090909093
Minnesota Timberwolves,2020-21,2021,23,49,0.31944445,0.4971645811080593,7,extra_trees,29.5,23,49,under,+20000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,40.76749565086086,35.79584983978027,35.79584983978027,over,6.295849839780267,23.0,12.795849839780267,6.5,loss,10.0,-10.0,0.0
New Orleans Pelicans,2020-21,2021,31,41,0.43055555,0.6241469552245296,7,extra_trees,36.5,31,41,under,+6500,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,51.180050328411426,44.93858077616613,44.93858077616613,over,8.438580776166127,31.0,13.938580776166127,5.5,loss,10.0,-10.0,0.0
New York Knicks,2020-21,2021,41,31,0.5694444,0.4097485633324739,7,extra_trees,21.5,41,31,over,+50000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,33.59938219326286,29.50189655993812,29.50189655993812,over,8.001896559938121,41.0,11.498103440061879,19.5,win,10.0,9.090909090909092,19.090909090909093
Oklahoma City Thunder,2020-21,2021,22,50,0.30555555,0.43996007187481107,7,extra_trees,22.5,22,50,under,+20000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,36.076725893734505,31.677125174986397,31.677125174986397,over,9.177125174986397,22.0,9.677125174986397,0.5,loss,10.0,-10.0,0.0
Orlando Magic,2020-21,2021,21,51,0.29166666,0.4811504063465553,7,extra_trees,31.5,21,51,under,+20000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,39.45433332041753,34.642829256951984,34.642829256951984,over,3.142829256951984,21.0,13.642829256951984,10.5,loss,10.0,-10.0,0.0
Philadelphia 76ers,2020-21,2021,49,23,0.6805556,0.6508890464540481,7,extra_trees,43.5,49,23,over,+2000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,53.37290180923195,46.86401134469146,46.86401134469146,over,3.3640113446914626,49.0,2.1359886553085374,5.5,win,10.0,9.090909090909092,19.090909090909093
Phoenix Suns,2020-21,2021,51,21,0.7083333,0.5853541101647025,7,extra_trees,38.5,51,21,over,+4000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,47.99903703350561,42.145495931858584,42.145495931858584,over,3.6454959318585836,51.0,8.854504068141416,12.5,win,10.0,9.090909090909092,19.090909090909093
Portland Trail Blazers,2020-21,2021,42,30,0.5833333,0.6026550795164002,7,extra_trees,40.5,42,30,over,+4000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,49.41771652034482,43.39116572518081,43.39116572518081,over,2.8911657251808123,42.0,1.3911657251808123,1.5,win,10.0,9.090909090909092,19.090909090909093
Sacramento Kings,2020-21,2021,31,41,0.43055555,0.5507834642377173,7,extra_trees,28.5,31,41,over,+25000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,45.16424406749282,39.65640942511565,39.65640942511565,over,11.156409425115648,31.0,8.656409425115648,2.5,win,10.0,9.090909090909092,19.090909090909093
San Antonio Spurs,2020-21,2021,33,39,0.45833334,0.5323314686101009,7,extra_trees,28.5,33,39,over,+25000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,43.651180426028276,38.32786573992727,38.32786573992727,over,9.827865739927269,33.0,5.327865739927269,4.5,win,10.0,9.090909090909092,19.090909090909093
Toronto Raptors,2020-21,2021,27,45,0.375,0.5715553695427589,7,extra_trees,42.5,27,45,under,+3000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,46.86754030250623,41.15198660707864,41.15198660707864,under,-1.3480133929213594,27.0,14.15198660707864,15.5,win,10.0,9.090909090909092,19.090909090909093
Utah Jazz,2020-21,2021,52,20,0.7222222,0.5801056590764825,7,extra_trees,41.5,52,20,over,+4000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,47.568664044271564,41.76760745350674,41.76760745350674,over,0.2676074535067414,52.0,10.232392546493259,10.5,win,10.0,9.090909090909092,19.090909090909093
Washington Wizards,2020-21,2021,34,38,0.4722222,0.5502183162341334,7,extra_trees,32.5,34,38,over,+10000,https://www.basketball-reference.com/leagues/NBA_2021_preseason_odds.html,72,45.11790193119894,39.615718768857604,39.615718768857604,over,7.1157187688576045,34.0,5.6157187688576045,1.5,win,10.0,9.090909090909092,19.090909090909093
Atlanta Hawks,2021-22,2022,43,39,0.5243902,0.5534349812508791,8,extra_trees,47.5,43,39,under,+3500,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,45.38166846257209,45.38166846257209,45.38166846257209,under,-2.1183315374279132,43.0,2.3816684625720868,4.5,win,10.0,9.090909090909092,19.090909090909093
Boston Celtics,2021-22,2022,51,31,0.6219512,0.5156844487145603,8,extra_trees,45.5,51,31,over,+4000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,42.286124794593945,42.286124794593945,42.286124794593945,under,-3.2138752054060546,51.0,8.713875205406055,5.5,loss,10.0,-10.0,0.0
Brooklyn Nets,2021-22,2022,44,38,0.5365854,0.6908074144708126,8,extra_trees,56.5,44,38,under,+240,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,56.64620798660663,56.64620798660663,56.64620798660663,over,0.14620798660663326,44.0,12.646207986606633,12.5,loss,10.0,-10.0,0.0
Charlotte Hornets,2021-22,2022,43,39,0.5243902,0.4803654553767043,8,extra_trees,38.5,43,39,over,+10000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,39.389967340889754,39.389967340889754,39.389967340889754,over,0.8899673408897542,43.0,3.610032659110246,4.5,win,10.0,9.090909090909092,19.090909090909093
Chicago Bulls,2021-22,2022,46,36,0.5609756,0.6511375679537352,8,extra_trees,42.5,46,36,over,+6600,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,53.39328057220629,53.39328057220629,53.39328057220629,over,10.893280572206287,46.0,7.393280572206287,3.5,win,10.0,9.090909090909092,19.090909090909093
Cleveland Cavaliers,2021-22,2022,44,38,0.5365854,0.4824345173445193,8,extra_trees,26.5,44,38,over,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,39.559630422250585,39.559630422250585,39.559630422250585,over,13.059630422250585,44.0,4.440369577749415,17.5,win,10.0,9.090909090909092,19.090909090909093
Dallas Mavericks,2021-22,2022,52,30,0.63414633,0.5939091206438794,8,extra_trees,48.5,52,30,over,+3000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,48.700547892798106,48.700547892798106,48.700547892798106,over,0.20054789279810592,52.0,3.299452107201894,3.5,win,10.0,9.090909090909092,19.090909090909093
Denver Nuggets,2021-22,2022,48,34,0.58536583,0.5338310444693978,8,extra_trees,47.5,48,34,over,+2200,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,43.77414564649062,43.77414564649062,43.77414564649062,under,-3.7258543535093835,48.0,4.2258543535093835,0.5,loss,10.0,-10.0,0.0
Detroit Pistons,2021-22,2022,23,59,0.2804878,0.3751888199681997,8,extra_trees,24.5,23,59,under,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,30.765483237392374,30.765483237392374,30.765483237392374,over,6.265483237392374,23.0,7.765483237392374,1.5,loss,10.0,-10.0,0.0
Golden State Warriors,2021-22,2022,53,29,0.64634144,0.4743830871682446,8,extra_trees,48.5,53,29,over,+900,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,38.89941314779606,38.89941314779606,38.89941314779606,under,-9.60058685220394,53.0,14.10058685220394,4.5,loss,10.0,-10.0,0.0
Houston Rockets,2021-22,2022,20,62,0.24390244,0.4108371984873249,8,extra_trees,27.5,20,62,under,+50000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,33.68865027596064,33.68865027596064,33.68865027596064,over,6.18865027596064,20.0,13.68865027596064,7.5,loss,10.0,-10.0,0.0
Indiana Pacers,2021-22,2022,25,57,0.30487806,0.5106592360177525,8,extra_trees,42.5,25,57,under,+10000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,41.87405735345571,41.87405735345571,41.87405735345571,under,-0.6259426465442886,25.0,16.87405735345571,17.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Clippers,2021-22,2022,42,40,0.5121951,0.462276483953239,8,extra_trees,45.5,42,40,under,+1600,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,37.9066716841656,37.9066716841656,37.9066716841656,under,-7.593328315834398,42.0,4.093328315834398,3.5,win,10.0,9.090909090909092,19.090909090909093
Los Angeles Lakers,2021-22,2022,33,49,0.40243903,0.5965724628085811,8,extra_trees,52.5,33,49,under,+400,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,48.918941950303655,48.918941950303655,48.918941950303655,under,-3.5810580496963453,33.0,15.918941950303655,19.5,win,10.0,9.090909090909092,19.090909090909093
Memphis Grizzlies,2021-22,2022,56,26,0.68292683,0.43926863733672034,8,extra_trees,41.5,56,26,over,+10000,https://www.basketball-reference.com/leagues/NBA_2022_preseason_odds.html,82,36.02002826161107,36.02002826161107,36.02002826161107,under,-5.479971738388933,56.0,19.979971738388933,14.5,loss,10.0,-10.0,0.0
