american_odds,net_profit,roi_on_settled_stake
-105,209.04761904761904,0.07742504409171075
-110,144.54545454545473,0.0535353535353536
-115,85.6521739130435,0.031723027375201295
-120,31.666666666666742,0.011728395061728424
